INFLOWS,OUTFLOWS,debt_outflows,di_outflows,debt_inflows,di_inflows,equity_outflows,equity_inflows,portfolio_outflows,portfolio_inflows,reserve_flows,NETFLOWS,GPRC,GPRHC
3.810699939727783,1.711400032043457,0.5417000000000001,0.3772,2.7533,1.753,0.2055,0.2471,0.7472000000000001,3.0003,-6.6665,2.099299907684326,0.019150910743822632,0.012152931963404034
3.196000099182129,1.366199970245361,0.1049,1.0909,1.9105,1.7633,-0.05420000000000001,0.1107,0.0506,2.0212,3.8396,1.829800128936768,0.0124134712386876,0.015197670552879535
2.288700103759766,1.029199957847595,0.0598,0.425,0.8529,1.5418,0.1227,0.1321,0.1825,0.985,2.5297,1.25950014591217,0.030339789887269333,0.03895106414953867
3.351000070571899,2.833400011062622,0.1529,0.5456000000000001,2.2771,0.4792,0.1277,0.2167,0.2806,2.4938,3.7906,0.5176000595092773,0.020186043810099367,0.022478725140293435
4.272299766540527,1.080899953842163,0.0149,0.4096,2.0221,1.1271,0.2578,0.5498999999999999,0.2727,2.572,4.6596,3.191399812698364,0.017459889252980566,0.02372360477844873
7.784599781036377,2.379800081253052,-0.1928,0.3975,5.2736,1.0998,0.3986,0.5949,0.2058,5.8685,6.3395,5.404799461364746,0.025680188710490864,0.006188310372332699
3.181900024414062,4.738399982452393,-0.0312,0.3617,-1.5025,1.8917,0.246,0.2285,0.2148,-1.274,-0.8415,-1.55649995803833,0.0180868413299322,0.024596336608131732
5.75059986114502,5.035500049591064,-0.0067,0.3355,1.0634,2.3546,0.487,0.4116,0.4803,1.4751,2.933,0.7150998115539551,0.0208912640810013,0.0164485288163026
4.588900089263916,3.677999973297119,0.5837000000000001,0.346,-0.2265,3.483,0.1305,-0.09290000000000001,0.7142000000000001,-0.3194,3.5343,0.9109001159667969,0.03443654874960583,0.026636986061930667
4.309599876403809,6.202600002288818,0.0185,0.3186,-1.2532,2.2648,0.6691,-0.2029,0.6876,-1.4561,-2.6211,-1.89300012588501,0.015796908798317102,0.018061593795816067
2.511199951171875,7.08430004119873,1.6795,0.4985,-2.1772,2.3526,0.0973,-0.0582,1.7767,-2.2354,-0.0494,-4.573100090026855,0.021918870819111664,0.018823427769045033
-1.224699974060059,-1.178099989891052,-0.6525,0.2278,-1.5355,1.6251,-0.3705,-0.1767,-1.023,-1.7122,-0.845,-0.04659998416900635,0.011879439155260699,0.012870012472073233
2.124799966812134,2.922100067138672,0.7404,0.3411,0.09609999999999999,1.6705,0.109,-0.0731,0.8494,0.023,0.2676,-0.7973001003265381,0.012133127233634368,0.017965577542781833
0.2160000056028366,3.985399961471558,-0.4805,-0.2352,-0.2963,0.3458,0.165,0.0104,-0.3155,-0.2859,-0.6987000000000001,-3.769399881362915,0.017140975532432434,0.010691836476326001
2.127399921417236,0.857200026512146,-0.1687,0.3542,-0.6276,0.6849,0.304,-0.0543,0.1353,-0.6818,1.7992,1.27019989490509,0.03994228815039,0.0476096508403619
-1.05460000038147,-0.2284000068902969,-0.4287,0.2514,-0.4679,1.316,0.405,-0.09490000000000001,-0.0237,-0.5629,-0.0337,-0.826200008392334,0.016317795341213533,0.017618882159392068
4.883299827575684,3.502000093460083,0.0113,0.4282,0.4053,3.5876,-0.033,-0.2154,-0.0217,0.1898,-0.3035,1.381299734115601,0.03140161621073883,0.018930669563512033
2.751499891281128,1.500499963760376,-0.9945,0.004099999999999999,0.1446,1.9028,-0.026,-0.0825,-1.0205,0.0621,2.1044,1.250999927520752,0.018617969937622568,0.011119045006732131
4.507699966430664,3.210999965667725,-0.1608,0.2541,0.3373,3.1603,0.285,0.096,0.1242,0.4333,1.2785,1.296700000762939,0.021497046264509368,0.007581788425644233
4.200099945068359,0.8817999958992004,-0.0825,0.2784,1.8596,2.6821,0.414,0.131,0.3315,1.9905,1.0774,3.318300008773804,0.011723121317724365,0.019316849609216067
5.862599849700928,5.109899997711182,-0.2084,0.43,0.7968999999999999,3.6438,0.259,-0.051,0.0506,0.7459,-1.1598,0.7526998519897461,0.016736590924362332,0.026980073501666365
5.294600009918213,5.075900077819824,-0.0134,0.404,0.2867,1.0355,0.301,0.0858,0.2876,0.3725,0.2252,0.2186999320983887,0.019135174651940635,0.015481169956425836
6.054500102996826,5.697999954223633,0.0466,0.329,-0.2363,1.7193,-0.299,0.1266,-0.2524,-0.1097,-3.1527,0.3565001487731934,0.006074682343751134,0.011851873869697235
4.398600101470947,4.226099967956543,-0.0194,0.325,-0.8875000000000001,4.4414,-0.458,-0.3696,-0.4774,-1.2572,-2.0196,0.1725001335144043,0.022058478711793835,0.019698003927866598
5.864500045776367,3.180900096893311,-0.0053,0.516,1.5531,4.669600000000001,-0.377,-0.0292,-0.3823,1.5239,0.67,2.683599948883057,0.027262631803750968,0.0199269832422336
4.394899845123291,5.35200023651123,0.1716,0.23,0.027,3.8419,0.27,-0.0111,0.4416,0.0159,-0.6988,-0.9571003913879395,0.012430424025903134,0.011760118417441833
1.08080005645752,2.261800050735474,-0.06409999999999999,0.05529999999999999,-1.4544,3.1614,-0.105,-0.116,-0.1691,-1.5704,-1.7262,-1.180999994277954,0.017732411778221532,0.020180005580186833
2.093300104141235,0.2471999973058701,0.0317,0.2536,0.1242,3.651,0.343,0.0214,0.3747,0.1457,-1.5492,1.846100091934204,0.017149616032838832,0.010883760948975868
2.802900075912476,0.73089998960495,0.0445,0.2436,0.1685,2.1851,-0.07490000000000001,0.07970000000000001,-0.0304,0.2481,-2.5772,2.072000026702881,0.023609558896472035,0.0269474641730388
1.821200013160706,3.811800003051758,0.0528,0.3311,-0.5682,3.2515,0.3516,0.0273,0.4044,-0.5408999999999999,-2.7168,-1.990599989891052,0.022029469100137564,0.014746973291039467
2.51449990272522,0.8593999743461609,0.1559,0.3196000000000001,-0.2535,2.8321,-0.2239,-0.004200000000000001,-0.068,-0.2577,-2.5849,1.655099868774414,0.02192346565425397,0.015257838182151299
2.449300050735474,-0.1229000017046928,0.1269,-0.0043,1.2405,1.5529,0.0637,0.2391,0.1906,1.4796,-3.9449,2.572200059890747,0.01627588605818647,0.015254316851496702
1.82260000705719,1.017500042915344,-0.0019,1.0898,1.1624,1.1285,0.0152,0.0147,0.0133,1.1771,-3.7332,0.8050999641418457,0.015586179681122332,0.011821788425246865
4.629499912261963,3.04010009765625,-0.0019,0.247,-4.349100000000001,-1.4969,0.0113,0.2313,0.009300000000000001,-4.1179,2.1841,1.589399814605713,0.006580157360682866,0.0
0.9843999743461609,-0.1653999984264374,0.06520000000000001,0.3777,0.5408999999999999,2.4327,0.0968,0.0663,0.162,0.6071000000000001,-0.9826,1.149799942970276,0.0419982510308425,0.028203646962841365
6.228300094604492,-0.574999988079071,0.09809999999999999,0.206,0.0634,3.001,-0.308,-0.09440000000000001,-0.2099,-0.031,3.7262,6.803299903869629,0.010986661848922566,0.0081981426725785
8.098699569702148,2.160200119018555,-0.0288,0.2411,1.1342,3.5143,0.02,0.0417,-0.0088,1.1759,0.34,5.938499450683594,0.05567565249900023,0.030340474719802533
8.05620002746582,3.263499975204468,0.0983,0.1855,1.367,3.3608,-0.0168,0.0228,0.08140000000000001,1.3899,2.3001,4.792699813842773,0.0171531137699882,0.004199210554361334
6.681099891662598,1.504400014877319,0.0633,0.2524,0.6189,2.7023,0.09670000000000001,-0.0447,0.16,0.5742,-0.2271,5.176699638366699,0.020365367177873833,0.013218378958602768
0.512499988079071,2.853499889373779,0.1363,0.1963,-2.8293,2.1816,-0.2762,0.2193,-0.1399,-2.61,-7.3181,-2.340999841690063,0.01692450745031237,0.008928254246711733
10.41059970855713,2.102499961853027,0.082,0.256,4.729,2.108,-0.0016,0.0295,0.08040000000000001,4.7585,3.545,8.308099746704102,0.0185810864592592,0.02234661454955737
9.241000175476074,4.697400093078613,2.266,1.1033,12.5906,0.6965,-0.3283,0.0386,1.9377,12.6292,1.0738,4.543600082397461,0.027711040961245662,0.05682843923568728
6.064499855041504,2.009700059890747,-0.278,0.1795,6.8794,0.8824,-0.1326,0.4175,-0.4105,7.297,-0.5690000000000001,4.054800033569336,0.02175329206511377,0.0189037015661597
8.055100440979004,-3.535799980163574,-0.294,0.2477,10.8689,-0.4267,-0.5157999999999999,0.4995,-0.8097000000000001,11.3685,10.2749,11.59090042114258,0.018828761453429835,0.009026085337003066
